Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
2 Fryer Baskets,86559,SURPLUS WAREHOUSE,02/05/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/10/2015,,91029,,,3634739702,$3000,$0.00,$12.32,General Fund,0
Garland Fryer,86560,SURPLUS WAREHOUSE,02/05/2015,$58.99,$1.36,0.23,$13.57,$13.57,Successful,02/05/2015,,91023,,,3634332850,$3000,$0.00,$45.42,General Fund,0
Toastmaster Fryer,86561,SURPLUS WAREHOUSE,02/05/2015,$46.99,$1.08,0.23,$10.81,$10.81,Successful,02/09/2015,,91025,,,3634649515,$3000,$0.00,$36.18,General Fund,0
GE Microwave/Oven Combo,86562,SURPLUS WAREHOUSE,02/05/2015,$4.01,$0.09,0.23,$0.92,$0.92,Successful,02/09/2015,,91021,,,3634628612,$3000,$0.00,$3.09,General Fund,0
Table,86563,SURPLUS WAREHOUSE,02/05/2015,$11.13,$0.26,0.23,$2.56,$2.56,Successful,02/05/2015,,91024,,,3634333927,$3000,$0.00,$8.57,General Fund,0
Shelving,86565,PUBLIC LIBRARY,02/05/2015,$259.00,$0.00,0.23,$59.57,$59.57,Successful,02/12/2015,,90600A,,,Money Order,$3000,$0.00,$199.43,General Fund,0
Shelving,86566,PUBLIC LIBRARY,02/05/2015,$105.13,$2.42,0.23,$24.18,$24.18,Successful,02/25/2015,,90600B,,,3635681968,$3000,$0.00,$80.95,General Fund,0
CPU Table,86568,PUBLIC LIBRARY,02/05/2015,$12.13,$0.28,0.23,$2.79,$2.79,Successful,02/05/2015,,91005,,,3634333929,$3000,$0.00,$9.34,General Fund,0
CPU Table,86569,PUBLIC LIBRARY,02/05/2015,$6.13,$0.14,0.23,$1.41,$1.41,Successful,02/12/2015,,91011,,,3634896647,$3000,$0.00,$4.72,General Fund,0
CPU Table,86570,PUBLIC LIBRARY,02/05/2015,$11.13,$0.26,0.23,$2.56,$2.56,Successful,02/12/2015,,91009,,,3634896669,$3000,$0.00,$8.57,General Fund,0
CPU Table,86571,PUBLIC LIBRARY,02/05/2015,$5.00,$0.12,0.23,$1.15,$1.15,Successful,02/12/2015,,91006,,,3634905444,$3000,$0.00,$3.85,General Fund,0
CPU Table,86572,PUBLIC LIBRARY,02/05/2015,$5.00,$0.12,0.23,$1.15,$1.15,Successful,02/12/2015,,91007,,,3634905580,$3000,$0.00,$3.85,General Fund,0
CPU Table,86574,PUBLIC LIBRARY,02/05/2015,$8.00,$0.18,0.23,$1.84,$1.84,Successful,02/05/2015,,91013,,,3634364730,$3000,$0.00,$6.16,General Fund,0
CPU Table,86575,PUBLIC LIBRARY,02/05/2015,$9.13,$0.21,0.23,$2.10,$2.10,Successful,02/05/2015,,91012,,,3634337514,$3000,$0.00,$7.03,General Fund,0
CPU Table,86576,PUBLIC LIBRARY,02/05/2015,$8.00,$0.18,0.23,$1.84,$1.84,Successful,02/05/2015,,91014,,,3634364731,$3000,$0.00,$6.16,General Fund,0
Shelving,86577,PUBLIC LIBRARY,02/05/2015,$515.13,$0.00,0.23,$118.48,$118.48,Successful,02/05/2015,,"90785, 90808",,,Money Order,$3000,$0.00,$396.65,General Fund,0
Assorted Printers,86578,PUBLIC LIBRARY,02/05/2015,$54.00,$0.00,0.23,$12.42,$12.42,Successful,02/12/2015,,"90392, 90393, 90394, 90395, 90396, 90397, 90398, 90399, 90400, 90401, 90402, 90403, 90404, 90405, 90406, 90407, 90408, 90409, 90410, 90411, 90412, 90413, 90414, 90415",,,Money Order,$3000,$0.00,$41.58,General Fund,0
Assorted Printers,86579,PUBLIC LIBRARY,02/05/2015,$47.00,$0.00,0.23,$10.81,$10.81,Successful,02/25/2015,,"90353, 90354, 90355, 90356, 90357, 90358, 90359, 90360",,,Money Order,$3000,$0.00,$36.19,General Fund,0
11 Oki Printers,86580,PUBLIC LIBRARY,02/05/2015,$166.99,$3.84,0.23,$38.41,$38.41,Successful,02/06/2015,,"90336, 90337, 90338, 90339, 90340, 90341, 90342, 90343, 90344, 90345, 90346",,,3634479828,$3000,$0.00,$128.58,General Fund,0
CPU Table,86581,PUBLIC LIBRARY,02/05/2015,$9.13,$0.21,0.23,$2.10,$2.10,Successful,02/12/2015,,91017,,,3634905297,$3000,$0.00,$7.03,General Fund,0
CPU Table,86582,PUBLIC LIBRARY,02/05/2015,$8.00,$0.18,0.23,$1.84,$1.84,Successful,02/12/2015,,91016,,,3634896683,$3000,$0.00,$6.16,General Fund,0
Husky 26-Gallon Air Compressor,86583,SURPLUS WAREHOUSE,02/05/2015,$210.00,$4.83,0.23,$48.30,$48.30,Successful,02/25/2015,,90750,,,3635681970,$3000,$0.00,$161.70,General Fund,0
File Cabinet,86584,PUBLIC LIBRARY,02/09/2015,$22.13,$0.51,0.23,$5.09,$5.09,Successful,02/09/2015,,90564,,,3634619507,$3000,$0.00,$17.04,General Fund,0
Magazine Rack,86585,PUBLIC LIBRARY,02/09/2015,$7.66,$0.18,0.23,$1.76,$1.76,Successful,02/10/2015,,90591,,,3634734872,$3000,$0.00,$5.90,General Fund,0
2 Book Cases,86586,PUBLIC LIBRARY,02/09/2015,$45.01,$1.04,0.23,$10.35,$10.35,Successful,02/11/2015,,"90454, 90455",,,3634790576,$3000,$0.00,$34.66,General Fund,0
2 Book Cases,86587,PUBLIC LIBRARY,02/09/2015,$63.60,$0.00,0.23,$14.63,$14.63,Successful,02/12/2015,,"90451, 90453",,,Money Order,$3000,$0.00,$48.97,General Fund,0
3 Tables,86588,PUBLIC LIBRARY,02/09/2015,$13.50,$0.31,0.23,$3.11,$3.11,Successful,02/18/2015,,"90617, 90628, 90627",,,3635214804,$3000,$0.00,$10.40,General Fund,0
Bench,86590,PUBLIC LIBRARY,02/09/2015,$80.00,$1.84,0.23,$18.40,$18.40,Successful,02/09/2015,,90438,,,3634623883,$3000,$0.00,$61.60,General Fund,0
Carrel & Chair,86591,PUBLIC LIBRARY,02/09/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/11/2015,,"90489, 90499",,,3634842218,$3000,$0.00,$12.32,General Fund,0
Dell Laptop,86594,ITS,02/09/2015,$15.00,$0.34,0.23,$3.45,$3.45,Successful,02/10/2015,,80709,,,3634726858,$3000,$0.00,$11.55,General Fund,0
Dell Laptop,86595,ITS,02/09/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/10/2015,,77028,,,3634723207,$3000,$0.00,$20.79,General Fund,0
Dell Laptop,86597,ITS,02/09/2015,$70.00,$1.61,0.23,$16.10,$16.10,Successful,02/09/2015,,80704,,,3634628592,$3000,$0.00,$53.90,General Fund,0
Dell Laptop,86598,ITS,02/09/2015,$35.01,$0.81,0.23,$8.05,$8.05,Successful,02/10/2015,,80697,,,3634723210,$3000,$0.00,$26.96,General Fund,0
Dell Laptop,86601,NASHVILLE CONVENTION CTR,02/09/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,02/10/2015,,NCC-79431,,,3634726860,$3000,$0.00,$16.17,Enterprise,0
Dell Laptop,86602,NASHVILLE CONVENTION CTR,02/09/2015,$13.00,$0.30,0.23,$2.99,$2.99,Successful,02/10/2015,,NCC-79429,,,3634718169,$3000,$0.00,$10.01,Enterprise,0
Sony Playstation 4,86606,DRUG TASK FORCE,02/09/2015,$365.66,$0.00,0.23,$84.10,$84.10,Successful,02/09/2015,,TF-323-005,,,Cashiers Check,$3000,$0.00,$281.56,Enterprise,0
Diamond Back 24-Speed Bicycle,86607,DRUG TASK FORCE,02/10/2015,$213.01,$4.90,0.23,$48.99,$48.99,Successful,02/11/2015,,TF-320-127,,,3634825015,$3000,$0.00,$164.02,Enterprise,0
Table w/4 Chairs & 1 Stool,86608,DRUG TASK FORCE,02/10/2015,$78.00,$1.79,0.23,$17.94,$17.94,Successful,02/10/2015,,TF-320-066,,,3634718175,$3000,$0.00,$60.06,Enterprise,0
Dyson Vacuum,86609,DRUG TASK FORCE,02/10/2015,$185.00,$4.26,0.23,$42.55,$42.55,Successful,02/10/2015,,TF-320-112,,,3634760527,$3000,$0.00,$142.45,Enterprise,0
Dyson Vacuum,86610,DRUG TASK FORCE,02/10/2015,$150.00,$3.45,0.23,$34.50,$34.50,Successful,02/10/2015,,TF-320-099,,,3634738687,$3000,$0.00,$115.50,Enterprise,0
Shark Steam Mop,86611,DRUG TASK FORCE,02/10/2015,$28.00,$0.64,0.23,$6.44,$6.44,Successful,02/10/2015,,TF-320-098,,,3634728198,$3000,$0.00,$21.56,Enterprise,0
Wall Decor,86612,DRUG TASK FORCE,02/10/2015,$6.01,$0.14,0.23,$1.38,$1.38,Successful,02/11/2015,,TF-320-104A,,,3634849485,$3000,$0.00,$4.63,Enterprise,0
Wall Decor,86613,DRUG TASK FORCE,02/10/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,02/11/2015,,TF-320-104B,,,3634849486,$3000,$0.00,$0.77,Enterprise,0
Wall Decor,86614,DRUG TASK FORCE,02/10/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,02/11/2015,,TF-320-104C,,,3634849487,$3000,$0.00,$0.77,Enterprise,0
Wall Decor,86615,DRUG TASK FORCE,02/10/2015,$30.01,$0.69,0.23,$6.90,$6.90,Successful,02/10/2015,,TF-320-145,,,3634762218,$3000,$0.00,$23.11,Enterprise,0
Clock,86616,DRUG TASK FORCE,02/10/2015,$17.00,$0.39,0.23,$3.91,$3.91,Successful,02/10/2015,,TF-320-131,,,3634729358,$3000,$0.00,$13.09,Enterprise,0
Willie Nelson Gold Record,86617,DRUG TASK FORCE,02/10/2015,$361.99,$8.33,0.23,$83.26,$83.26,Successful,02/12/2015,,TF-320-161,,,3634880476,$3000,$0.00,$278.73,Enterprise,0
Flower Picture,86618,DRUG TASK FORCE,02/10/2015,$5.00,$0.12,0.23,$1.15,$1.15,Successful,02/10/2015,,TF-320-122,,,3634729367,$3000,$0.00,$3.85,Enterprise,0
Owl Lamp,86619,DRUG TASK FORCE,02/10/2015,$18.00,$0.41,0.23,$4.14,$4.14,Successful,02/10/2015,,TF-320-089,,,3634763544,$3000,$0.00,$13.86,Enterprise,0
Delonghi Floor Heater,86621,DRUG TASK FORCE,02/10/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,02/10/2015,,TF-320-173,,,3634744958,$3000,$0.00,$24.64,Enterprise,0
1995 Cadillac Seville,86622,POLICE STATE GAMBLING FORFEITURE,02/09/2015,$420.00,$0.00,0.23,$96.60,$96.60,Successful,02/10/2015,,,,673349,Cashiers Check,$3000,$75.00,$248.40,Enterprise,0
1992 Chevrolet Camaro,86623,POLICE STATE GAMBLING FORFEITURE,02/09/2015,$490.00,$11.27,0.23,$112.70,$112.70,Successful,02/10/2015,,,,673347,3634679938,$3000,$75.00,$302.30,Enterprise,0
1992 Oldsmobile Cutlass,86624,POLICE STATE GAMBLING FORFEITURE,02/09/2015,$275.01,$6.33,0.23,$63.25,$63.25,Successful,02/27/2015,,,,600954,3635871328,$3000,$65.00,$146.76,Enterprise,0
2000 Cadillac Seville,86625,POLICE STATE GAMBLING FORFEITURE,02/09/2015,$1225.00,$0.00,0.23,$281.75,$281.75,Successful,02/19/2015,,,,969008,Money Order,$3000,$75.00,$868.25,Enterprise,0
1995 Ford Thunderbird,86626,POLICE STATE GAMBLING FORFEITURE,02/09/2015,$292.01,$0.00,0.23,$67.16,$67.16,Successful,02/10/2015,,,,664310,Cashiers Check,$3000,$85.00,$139.85,Enterprise,0
2008 Chevrolet Impala,86628,OFM-POLICE,02/09/2015,$1375.00,$0.00,0.23,$316.25,$316.25,Successful,02/24/2015,80008240,,1683 JH,,Cashiers Check,$3000,$0.00,$1058.75,Enterprise,0
2003 Chevrolet Astro,86629,OFM-POLICE,02/09/2015,$1926.00,$0.00,0.23,$442.98,$442.98,Successful,02/12/2015,80000516,,29 5155,,Cashiers Check,$3000,$0.00,$1483.02,Enterprise,0
2009 Chevrolet Impala,86630,OFM-POLICE,02/09/2015,$1506.00,$0.00,0.23,$346.38,$346.38,Successful,02/12/2015,80013600,,1912 JI,,Cashiers Check,$3000,$0.00,$1159.62,Enterprise,0
2010 Dodge Avenger,86631,OFM-POLICE,02/09/2015,$3525.00,$0.00,0.23,$810.75,$810.75,Successful,02/09/2015,80014224,,1817 JH,,Cashiers Check,$3000,$0.00,$2714.25,Enterprise,0
2008 Chevrolet Impala,86632,OFM-POLICE,02/09/2015,$1400.50,$32.21,0.23,$322.12,$322.12,Successful,02/10/2015,80002128,,1379 JG,,3634705772,$3000,$0.00,$1078.39,Enterprise,0
2005 Chevrolet Silverado,86633,OFM-POLICE,02/09/2015,$5050.00,$0.00,0.23,$1161.50,$1161.50,Successful,02/10/2015,80003476,,P 3023 AN,,Cashiers Check,$3000,$0.00,$3888.50,Enterprise,0
1998 International School Bus,86635,SCHOOL BOARD,02/10/2015,$3300.00,$0.00,0.23,$759.00,$759.00,Successful,02/12/2015,44051,,97-15,,Cashiers Check,$3000,$0.00,$2541.00,Enterprise,0
2000 International School Bus,86639,SCHOOL BOARD,02/10/2015,$1800.00,$0.00,0.23,$414.00,$414.00,Successful,02/23/2015,32014,,00-09,,Cashiers Check,$3000,$0.00,$1386.00,Enterprise,0
1998 International School Bus,86643,SCHOOL BOARD,02/10/2015,$2380.00,$0.00,0.23,$547.40,$547.40,Successful,02/18/2015,44054,,97-12,,Cashiers Check,$3000,$0.00,$1832.60,Enterprise,0
1998 International School Bus,86644,SCHOOL BOARD,02/10/2015,$2425.00,$0.00,0.23,$557.75,$557.75,Successful,02/18/2015,21695,,98-02,,Cashiers Check,$3000,$0.00,$1867.25,Enterprise,0
1999 Bluebird School Bus,86647,SCHOOL BOARD,02/10/2015,$2025.00,$0.00,0.23,$465.75,$465.75,Successful,02/18/2015,18928,,98-1047,,Cashiers Check,$3000,$0.00,$1559.25,Enterprise,0
1998 International School Bus,86649,SCHOOL BOARD,02/10/2015,$2930.00,$0.00,0.23,$673.90,$673.90,Successful,02/12/2015,21697,,98-03,,Cashiers Check,$3000,$0.00,$2256.10,Enterprise,0
2000 International School Bus,86652,SCHOOL BOARD,02/10/2015,$1730.00,$0.00,0.23,$397.90,$397.90,Successful,02/23/2015,32047,,00-42,,Cashiers Check,$3000,$0.00,$1332.10,Enterprise,0
2000 International School Bus,86653,SCHOOL BOARD,02/10/2015,$1630.00,$0.00,0.23,$374.90,$374.90,Successful,02/23/2015,32068,,00-63,,Cashiers Check,$3000,$0.00,$1255.10,Enterprise,0
Gold's Gym Workout Wheel,86655,DRUG TASK FORCE,02/10/2015,$5.00,$0.12,0.23,$1.15,$1.15,Successful,02/10/2015,,TF-320-117,,,3634729372,$3000,$0.00,$3.85,Enterprise,0
Black & Decker Iron,86656,DRUG TASK FORCE,02/10/2015,$13.00,$0.30,0.23,$2.99,$2.99,Successful,02/10/2015,,TF-320-113,,,3634723218,$3000,$0.00,$10.01,Enterprise,0
DeWalt Orbit Sander,86657,DRUG TASK FORCE,02/10/2015,$30.00,$0.69,0.23,$6.90,$6.90,Successful,02/11/2015,,TF-320-171,,,3634793065,$3000,$0.00,$23.10,Enterprise,0
Makita 18v Cordless Drill,86658,DRUG TASK FORCE,02/10/2015,$42.00,$0.97,0.23,$9.66,$9.66,Successful,02/12/2015,,TF-320-023,,,3634893981,$3000,$0.00,$32.34,Enterprise,0
Sentry Safe,86659,DRUG TASK FORCE,02/10/2015,$54.02,$0.00,0.23,$12.42,$12.42,Successful,02/12/2015,,TF-320-065A,,,Money Order,$3000,$0.00,$41.60,Enterprise,0
Sentry Safe,86660,DRUG TASK FORCE,02/10/2015,$52.75,$1.21,0.23,$12.13,$12.13,Successful,02/11/2015,,TF-320-065B,,,3634820083,$3000,$0.00,$40.62,Enterprise,0
Paint Balls,86661,DRUG TASK FORCE,02/10/2015,$2.50,$0.06,0.23,$0.58,$0.58,Successful,02/10/2015,,TF-320-141,,,3634725647,$3000,$0.00,$1.92,Enterprise,0
DBX Ski Vest,86662,DRUG TASK FORCE,02/10/2015,$7.00,$0.16,0.23,$1.61,$1.61,Successful,02/23/2015,,TF-320-092,,,3635535607,$3000,$0.00,$5.39,Enterprise,0
Obrien Ski Vest,86663,DRUG TASK FORCE,02/10/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/10/2015,,TF-320-094,,,3634725005,$3000,$0.00,$12.32,Enterprise,0
Eclipse Paint Ball Gun w/Case,86665,DRUG TASK FORCE,02/10/2015,$848.12,$19.51,0.23,$195.07,$195.07,Successful,02/10/2015,,TF-320-045,,,3634740530,$3000,$0.00,$653.05,Enterprise,0
Adrenalin Paint Ball Gun,86666,DRUG TASK FORCE,02/10/2015,$195.00,$4.48,0.23,$44.85,$44.85,Successful,02/10/2015,,TF-320-083,,,3634731988,$3000,$0.00,$150.15,Enterprise,0
Food Cart,86670,SCHOOL BOARD WAREHOUSE,02/11/2015,$363.22,$8.35,0.23,$83.54,$83.54,Successful,02/27/2015,,SBS-7272,,,3635975715,$3000,$0.00,$279.68,Enterprise,0
Desk,86671,SCHOOL BOARD WAREHOUSE,02/11/2015,$6.40,$0.15,0.23,$1.47,$1.47,Successful,02/25/2015,,SBS-7274,,,3635753964,$3000,$0.00,$4.93,Enterprise,0
Podium & Cover,86673,SCHOOL BOARD WAREHOUSE,02/11/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,02/18/2015,,SBS-7276,,,3635213468,$3000,$0.00,$8.47,Enterprise,0
Power Tool,86675,SCHOOL BOARD WAREHOUSE,02/11/2015,$77.00,$1.77,0.23,$17.71,$17.71,Successful,02/11/2015,,SBS-7265A,,,3634788054,$3000,$0.00,$59.29,Enterprise,0
Power Tool,86676,SCHOOL BOARD WAREHOUSE,02/11/2015,$29.00,$0.67,0.23,$6.67,$6.67,Successful,02/16/2015,,SBS-7265B,,,3635113694,$3000,$0.00,$22.33,Enterprise,0
Power Tool,86677,SCHOOL BOARD WAREHOUSE,02/11/2015,$73.00,$1.68,0.23,$16.79,$16.79,Successful,02/12/2015,,SBS-7265C,,,3634893984,$3000,$0.00,$56.21,Enterprise,0
Power Tool,86678,SCHOOL BOARD WAREHOUSE,02/11/2015,$21.00,$0.00,0.23,$4.83,$4.83,Successful,02/12/2015,,SBS-7265D,,,Money Order,$3000,$0.00,$16.17,Enterprise,0
Assorted Power Tools,86679,SCHOOL BOARD WAREHOUSE,02/11/2015,$155.00,$3.56,0.23,$35.65,$35.65,Successful,02/11/2015,,SBS-7265E,,,3634820089,$3000,$0.00,$119.35,Enterprise,0
Wet/Dry Vac,86680,SCHOOL BOARD WAREHOUSE,02/11/2015,$35.51,$0.82,0.23,$8.17,$8.17,Successful,02/11/2015,,SBS-7264,,,3634829415,$3000,$0.00,$27.34,Enterprise,0
Audio/Visual Equipment,86683,SCHOOL BOARD WAREHOUSE,02/11/2015,$282.00,$6.49,0.23,$64.86,$64.86,Successful,02/12/2015,,SBS-7283,,,3634911514,$3000,$0.00,$217.14,Enterprise,0
4 Floor Machines,86684,SCHOOL BOARD WAREHOUSE,02/11/2015,$342.00,$0.00,0.23,$78.66,$78.66,Successful,02/12/2015,,SBS-7266,,,Money Order,$3000,$0.00,$263.34,Enterprise,0
2 Tires,86685,SCHOOL BOARD WAREHOUSE,02/11/2015,$22.50,$0.52,0.23,$5.18,$5.18,Successful,02/13/2015,,SBS-7271,,,3634946043,$3000,$0.00,$17.33,Enterprise,0
Hydraulic Jack,86686,SCHOOL BOARD WAREHOUSE,02/11/2015,$106.30,$2.44,0.23,$24.45,$24.45,Successful,02/24/2015,,SBS-7273,,,3635628458,$3000,$0.00,$81.85,Enterprise,0
"Dell 20"" Flat Screen Monitor",86687,WATER SERVICES,02/11/2015,$25.01,$0.58,0.23,$5.75,$5.75,Successful,02/12/2015,,WS-83672,,,3634906982,$3000,$0.00,$19.26,Enterprise,0
"Dell 20"" Flat Screen Monitor",86690,WATER SERVICES,02/11/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/12/2015,,WS-83662,,,3634904794,$3000,$0.00,$20.79,Enterprise,0
"Dell 20"" Flat Screen Monitor",86691,WATER SERVICES,02/11/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/12/2015,,WS-83681,,,3634904796,$3000,$0.00,$20.79,Enterprise,0
"Dell 20"" Flat Screen Monitor",86695,WATER SERVICES,02/11/2015,$36.00,$0.83,0.23,$8.28,$8.28,Successful,02/11/2015,,WS-83668,,,3634831332,$3000,$0.00,$27.72,Enterprise,0
"Dell 20"" Flat Screen Monitor",86696,WATER SERVICES,02/11/2015,$39.00,$0.90,0.23,$8.97,$8.97,Successful,02/12/2015,,WS-83685,,,3634904800,$3000,$0.00,$30.03,Enterprise,0
Living Room Set,86698,PUBLIC LIBRARY,02/12/2015,$13.00,$0.30,0.23,$2.99,$2.99,Successful,02/12/2015,,"90762, 90763, 90910",,,3634893902,$3000,$0.00,$10.01,General Fund,0
10 Chairs,86699,PUBLIC LIBRARY,02/12/2015,$150.01,$3.45,0.23,$34.50,$34.50,Successful,02/12/2015,,"90929, 90930, 90931, 90932, 90933, 90934, 90925, 90926, 90927, 90928",,,3634903177,$3000,$0.00,$115.51,General Fund,0
10 Chairs,86700,PUBLIC LIBRARY,02/12/2015,$120.00,$2.76,0.23,$27.60,$27.60,Successful,02/12/2015,,"90923, 90924, 90921, 90922, 90938, 90908, 90909, 90911, 90935, 90937",,,3634903186,$3000,$0.00,$92.40,General Fund,0
10 Chairs,86701,PUBLIC LIBRARY,02/12/2015,$103.00,$0.00,0.23,$23.69,$23.69,Successful,02/12/2015,,"90912, 90913, 90914, 90915, 90916, 90917, 90918, 90919, 90920, 90936",,,Cashiers Check,$3000,$0.00,$79.31,General Fund,0
Desk,86702,PUBLIC LIBRARY,02/12/2015,$6.00,$0.14,0.23,$1.38,$1.38,Successful,02/12/2015,,90902,,,3634932678,$3000,$0.00,$4.62,General Fund,0
Desk,86703,PUBLIC LIBRARY,02/12/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,02/12/2015,,90903,,,3634893906,$3000,$0.00,$0.77,General Fund,0
Coat Rack,86704,PUBLIC LIBRARY,02/12/2015,$57.00,$1.31,0.23,$13.11,$13.11,Successful,02/27/2015,,90777,,,3635877317,$3000,$0.00,$43.89,General Fund,0
Table,86705,PUBLIC LIBRARY,02/12/2015,$27.00,$0.00,0.23,$6.21,$6.21,Successful,02/23/2015,,90757,,,Cashiers Check,$3000,$0.00,$20.79,General Fund,0
Table,86706,PUBLIC LIBRARY,02/12/2015,$27.00,$0.00,0.23,$6.21,$6.21,Successful,02/23/2015,,90759,,,Cashiers Check,$3000,$0.00,$20.79,General Fund,0
Table,86707,PUBLIC LIBRARY,02/12/2015,$27.00,$0.00,0.23,$6.21,$6.21,Successful,02/23/2015,,90760,,,Cashiers Check,$3000,$0.00,$20.79,General Fund,0
Table,86708,PUBLIC LIBRARY,02/12/2015,$27.00,$0.00,0.23,$6.21,$6.21,Successful,02/23/2015,,90761,,,Cashiers Check,$3000,$0.00,$20.79,General Fund,0
Table,86712,PUBLIC LIBRARY,02/12/2015,$2.00,$0.05,0.23,$0.46,$0.46,Successful,02/12/2015,,90767,,,3634913019,$3000,$0.00,$1.54,General Fund,0
2 Laptop Bags,86713,GENERAL SERVICES,02/12/2015,$13.13,$0.30,0.23,$3.02,$3.02,Successful,02/19/2015,,"90656, 90658",,,3635298328,$3000,$0.00,$10.11,General Fund,0
2 Laptop Bags,86714,GENERAL SERVICES,02/12/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/19/2015,,"90649, 90652",,,3635298335,$3000,$0.00,$12.32,General Fund,0
2 Laptop Bags,86715,GENERAL SERVICES,02/12/2015,$14.00,$0.32,0.23,$3.22,$3.22,Successful,02/19/2015,,"90653, 90657",,,3635298339,$3000,$0.00,$10.78,General Fund,0
Spectrum Laptop Cart,86717,SCHOOL BOARD WAREHOUSE,02/12/2015,$27.00,$0.00,0.23,$6.21,$6.21,Successful,02/12/2015,,SBS-7301A,,,Cashiers Check,$3000,$0.00,$20.79,Enterprise,0
Spectrum Laptop Cart,86718,SCHOOL BOARD WAREHOUSE,02/12/2015,$22.23,$0.51,0.23,$5.11,$5.11,Successful,02/18/2015,,SBS-7301B,,,3635196668,$3000,$0.00,$17.12,Enterprise,0
Spectrum Laptop Cart,86719,SCHOOL BOARD WAREHOUSE,02/12/2015,$25.00,$0.58,0.23,$5.75,$5.75,Successful,02/18/2015,,SBS-7300A,,,3635196669,$3000,$0.00,$19.25,Enterprise,0
Spectrum Laptop Cart,86720,SCHOOL BOARD WAREHOUSE,02/12/2015,$22.83,$0.53,0.23,$5.25,$5.25,Successful,02/18/2015,,SBS-7300B,,,3635196670,$3000,$0.00,$17.58,Enterprise,0
Spectrum Laptop Cart,86721,SCHOOL BOARD WAREHOUSE,02/12/2015,$22.13,$0.51,0.23,$5.09,$5.09,Successful,02/18/2015,,SBS-7300C,,,3635196671,$3000,$0.00,$17.04,Enterprise,0
Spectrum Laptop Cart,86722,SCHOOL BOARD WAREHOUSE,02/12/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/25/2015,,SBS-7299A,,,3635726262,$3000,$0.00,$20.79,Enterprise,0
Spectrum Laptop Cart,86724,SCHOOL BOARD WAREHOUSE,02/12/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/25/2015,,SBS-7299C,,,3635726270,$3000,$0.00,$20.79,Enterprise,0
"Beacon Machinery, Inc. Dock Lift",86728,DRUG TASK FORCE,02/17/2015,$450.01,$10.35,0.23,$103.50,$103.50,Successful,02/26/2015,,TF-90703,,,3635831699,$3000,$0.00,$346.51,Enterprise,0
Ridgid Storage Chest,86729,DRUG TASK FORCE,02/17/2015,$311.70,$7.17,0.23,$71.69,$71.69,Successful,02/26/2015,,TF-90701,,,3635831703,$3000,$0.00,$240.01,Enterprise,0
3 CPI Racks,86730,ITS,02/17/2015,$46.00,$0.00,0.23,$10.58,$10.58,Successful,02/25/2015,,"91075, 91076, 91077",,,Money Order,$3000,$0.00,$35.42,General Fund,0
Binders,86731,DISTRICT ATTORNEY,02/17/2015,$23.75,$0.55,0.23,$5.46,$5.46,Successful,02/23/2015,,DA-91081,,,3635538877,$3000,$0.00,$18.29,Enterprise,0
Desk,86732,GENERAL SERVICES,02/17/2015,$88.00,$2.02,0.23,$20.24,$20.24,Successful,02/17/2015,,91082,,,3635144837,$3000,$0.00,$67.76,General Fund,0
CPU Table,86733,PUBLIC LIBRARY,02/17/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,02/17/2015,,91015,,,3635191506,$3000,$0.00,$0.77,General Fund,0
Anderson Hickey Desk,86734,PUBLIC LIBRARY,02/17/2015,$11.13,$0.26,0.23,$2.56,$2.56,Successful,02/17/2015,,90555,,,3635151826,$3000,$0.00,$8.57,General Fund,0
Shelving,86735,PUBLIC LIBRARY,02/17/2015,$351.01,$8.07,0.23,$80.73,$80.73,Successful,02/18/2015,,91083A,,,3635213471,$3000,$0.00,$270.28,General Fund,0
4 Shelving Units,86736,PUBLIC LIBRARY,02/17/2015,$160.00,$3.68,0.23,$36.80,$36.80,Successful,02/21/2015,,91083B,,,3635446385,$3000,$0.00,$123.20,General Fund,0
Printers & Fax Machines,86738,PUBLIC LIBRARY,02/17/2015,$82.00,$0.00,0.23,$18.86,$18.86,Successful,02/19/2015,,"90347, 90348, 90349, 90350, 90351, 90352, 90369, 90370, 90371, 90372, 90373, 90374, 90375, 90376",,,Money Order,$3000,$0.00,$63.14,General Fund,0
